TransactionAmount,TransactionType,AccountBalance,TransactionDuration,LoginAttempts,BeneficiaryStatus,BankType,IsInternational,MerchantCategory,DebitChannel,IsKnownEntity,IsFraud
137.42170638395382,PAYMENT,94964.16223824567,79.70926248098266,1,known,same,local,individual,pos,yes,0
3205.8893455988114,TRANSFER,65767.88391390708,236.70458415412068,1,known,same,local,retail,pos,no,0
559.604737991943,TRANSFER,37592.427842060875,193.4978104901596,2,known,same,local,retail,atm,no,0
1819.0598715720612,CASH_OUT,82345.93004707292,121.40146335640524,1,known,same,local,retail,pos,no,0
4723.073606461584,DEBIT,38938.666658969225,240.08835764079163,1,known,same,local,individual,pos,yes,0
1576.0150566618854,CASH_OUT,10621.479992457404,133.18118399363647,1,known,same,local,entertainment,atm,yes,0
3234.3857585267497,CASH_OUT,38878.43549773589,34.67584924280232,1,known,same,local,retail,atm,yes,0
1217.2796632689456,TRANSFER,31670.855218482087,89.84695108767238,1,known,same,local,food,atm,yes,0
3599.6431938737205,CASH_IN,84214.24429197055,273.4788288445135,1,known,same,local,food,pos,yes,0
837.844714248197,DEBIT,62817.20589873487,244.61854143818704,1,known,same,local,entertainment,online,yes,0
4936.422894657583,TRANSFER,39679.934352434226,74.83488335527765,1,known,different,local,retail,atm,yes,0
4254.577820168093,TRANSFER,16308.107020862235,118.14559785908703,1,unknown,same,local,retail,online,yes,0
2464.0308693428037,PAYMENT,70884.22966775807,281.046722595016,2,known,same,local,entertainment,online,yes,0
1976.9621126422387,DEBIT,17214.02773433696,263.3130880752615,1,known,same,local,utilities,online,no,0
156.1650080446442,CASH_IN,2857.764916848261,233.40165391837556,2,known,same,local,food,pos,no,0
1171.1528788758042,CASH_OUT,39497.246880849925,218.50217262139643,2,known,same,local,utilities,pos,yes,0
888.6414454477879,TRANSFER,97429.22086591544,114.4644291325771,2,known,different,local,individual,online,yes,0
1932.6212658431677,PAYMENT,88672.81124001322,248.05427867148165,2,known,different,local,utilities,online,no,0
611.5992638212372,TRANSFER,19376.564949671152,96.64213457257739,1,known,same,local,individual,online,yes,0
1788.5176039279977,TRANSFER,53896.77849090879,44.4795405392084,1,known,different,local,food,atm,yes,0
4524.664055213155,PAYMENT,36799.31678546585,49.04930378084893,1,known,same,local,utilities,online,no,0
3118.3720551002875,CASH_IN,22270.112059518106,75.16755993817324,1,known,same,local,food,pos,yes,0
4709.861481574801,CASH_IN,97102.96809957955,105.13186158457066,1,unknown,same,local,food,pos,yes,0
4821.257949643793,TRANSFER,15471.501238855197,281.93552444354174,1,known,same,local,food,pos,yes,0
3758.798838670788,CASH_OUT,52841.202901772085,247.82355914299902,1,known,same,local,retail,pos,yes,0
107338.84687249981,TRANSFER,213931.81194507872,42.83615397259064,1,unknown,different,local,individual,online,no,1
662.2026606524718,DEBIT,91945.1290936448,86.70527811338717,1,known,same,local,individual,online,yes,0
3534.6994925572067,CASH_OUT,90759.57187001366,57.9295572436716,1,known,same,local,retail,online,yes,0
3290.6630680903845,CASH_OUT,97783.41126109588,156.6626665977499,1,known,same,local,retail,online,yes,0
1669.1115992722036,CASH_OUT,46464.693713298686,84.59548886966533,1,unknown,same,local,individual,pos,yes,0
145.98035053189113,TRANSFER,45641.323926354584,64.1555861907989,1,known,same,local,retail,pos,yes,0
1370.0561788795294,CASH_OUT,46523.75023796507,31.659186401768178,2,known,different,local,food,online,yes,0
2407.5533380813536,CASH_OUT,4300.441975468567,193.61903938757018,1,known,same,local,utilities,pos,no,0
1567.357626493069,DEBIT,17756.32932815599,71.2779794730871,2,known,same,local,individual,atm,no,0
3150.299374086848,PAYMENT,79957.2706183251,252.2929005334544,1,known,same,local,food,atm,yes,0
4813.660796119994,PAYMENT,61322.73044584905,52.200330574256746,2,unknown,different,local,food,pos,yes,0
4357.624170432872,PAYMENT,5936.1557327538985,207.39372025238075,1,known,same,local,retail,atm,yes,0
3664.5847395944766,PAYMENT,8116.524209186594,200.21348506285685,1,known,same,local,utilities,online,no,0
2188.1798176152183,CASH_OUT,55939.56438100608,252.53390642166156,2,known,same,local,utilities,online,no,0
3033.5061854249116,PAYMENT,15238.952670062476,42.62170115803765,2,known,different,local,entertainment,pos,yes,0
4308.513030317072,PAYMENT,26478.996044995303,168.16352461272476,1,known,same,local,individual,pos,yes,0
3537.0267547170956,CASH_IN,75825.12434507876,126.08605245878326,1,known,same,local,food,pos,yes,0
293.26814716318785,DEBIT,55796.83988383865,260.76404799080785,1,known,same,local,food,online,yes,0
137.7239083632199,DEBIT,20923.982314922294,261.0373715905826,1,known,same,local,entertainment,online,yes,0
3145.8172690674437,CASH_OUT,13557.332425844728,18.364108286685386,1,known,same,local,retail,atm,yes,0
105.88998228396576,PAYMENT,40481.1849171407,90.18433664636025,2,known,same,local,utilities,online,yes,0
3438.363944818696,PAYMENT,51712.893540472774,72.56254619735066,2,known,same,local,individual,pos,yes,0
801.8321306880268,CASH_OUT,76089.23256880158,90.6345063887728,2,known,same,local,food,online,yes,0
64.64346355244996,DEBIT,69794.84367591688,21.36209964324984,1,known,same,local,entertainment,atm,yes,0
507.24448705934196,CASH_IN,37040.59543633112,35.89934074263664,1,known,different,local,retail,online,yes,0
2321.96228342906,CASH_IN,78180.14290790803,40.246352164822106,1,known,same,local,food,atm,yes,0
3119.688588719656,PAYMENT,82870.62921375062,119.68408956632993,1,unknown,same,local,utilities,online,no,0
2358.8818614642414,PAYMENT,84611.15374353467,227.99365048257215,1,known,same,local,retail,online,yes,0
1111.22896170014,DEBIT,16949.472215286623,46.83038496085836,1,known,same,international,food,pos,yes,0
4722.054371937291,DEBIT,92426.14611157957,137.1471203444517,1,unknown,same,international,retail,atm,yes,0
4002.3592519386866,DEBIT,75544.25652735679,32.45128657725665,1,known,same,local,entertainment,atm,yes,0
4140.425004004428,CASH_IN,35269.71309736884,67.50514772475894,2,known,same,local,entertainment,atm,yes,0
2383.0189471127696,PAYMENT,90146.15567709434,163.28539117269096,2,known,same,local,individual,online,yes,0
4812.9563265166,DEBIT,90045.30625373014,162.27071507579885,1,known,same,local,individual,atm,yes,0
63.27101086336368,TRANSFER,40603.164610438194,292.762284307838,1,known,different,local,individual,online,yes,0
97148.42696878243,CASH_OUT,87223.89156630235,36.276482502716405,1,known,different,international,utilities,online,yes,1
1286.5108983199416,CASH_IN,7989.105600415126,22.807578275361173,1,known,same,local,food,pos,yes,0
4458.10350546207,PAYMENT,37778.350833498516,73.2986294794233,1,known,same,local,individual,online,yes,0
223.458247363044,CASH_OUT,48452.943715499205,102.72843537122226,1,known,same,local,utilities,pos,no,0
4870.136698257643,DEBIT,9534.10059237667,51.86897226910268,1,known,same,international,food,atm,yes,0
3284.0461913107392,CASH_OUT,52678.643815135554,218.66493885511926,1,known,same,local,food,atm,yes,0
818.3025916566958,TRANSFER,6248.599898335748,145.0787670414918,1,known,different,local,individual,online,no,0
4448.0602273961595,DEBIT,41608.479506809934,110.9359361186146,2,known,same,local,entertainment,pos,yes,0
4163.5530690103615,DEBIT,36638.82184406433,46.88102849391065,2,known,same,local,retail,online,yes,0
1647.5137895972966,PAYMENT,56355.08260766406,93.6923322333392,1,known,same,local,retail,atm,yes,0
4831.756975158445,PAYMENT,92443.6943283453,146.6506324685624,1,known,same,local,individual,pos,yes,0
1966.9002202899144,DEBIT,46793.65594096815,91.04499303730348,1,known,same,local,entertainment,atm,yes,0
2189.569699472567,CASH_IN,77427.53862138603,264.7995889387701,1,known,same,local,retail,atm,yes,0
3269.7129793232257,CASH_IN,64035.93615313195,91.64326515072875,1,known,same,local,retail,atm,yes,0
4147.816642525118,TRANSFER,37988.72343387547,40.47696159535681,1,known,same,local,food,atm,yes,0
4033.7754154275967,CASH_IN,61911.752950654576,262.57675786309005,2,known,same,international,utilities,atm,yes,0
1132.2706101817305,CASH_IN,34594.468155677976,60.866764133552124,2,known,same,local,utilities,pos,yes,0
196.15073945128213,TRANSFER,77366.14223493483,269.5497378202797,1,known,same,local,entertainment,pos,yes,0
1463.74111844831,TRANSFER,17508.49894065823,288.340240426564,1,known,same,local,retail,atm,yes,0
3483.608057553561,CASH_OUT,93053.33569064719,210.52529189157244,1,known,same,local,retail,online,yes,0
1737.7570979097095,CASH_IN,83562.34156954482,252.48920045754454,1,unknown,same,local,entertainment,atm,yes,0
62918.30436422955,TRANSFER,337373.17853816564,19.182377015581764,1,unknown,same,local,individual,online,no,1
4990.281849581818,CASH_OUT,88751.36161946473,237.2565401782133,1,known,same,local,food,atm,yes,0
494.40568202532484,PAYMENT,73744.5198616107,273.89897571390054,2,known,same,local,food,atm,no,0
195.01164948844763,PAYMENT,36859.68491139552,198.70288803441625,1,known,same,local,individual,pos,yes,0
3300.0144748307266,CASH_IN,58943.10813125866,84.73801242433208,1,known,same,local,individual,pos,yes,0
2560.5783557915643,TRANSFER,22651.465234571515,269.48960798495614,1,known,same,local,utilities,online,no,0
330.21186232259697,TRANSFER,63886.09879025593,84.86167054278765,1,known,same,local,retail,online,yes,0
3161.7291896424254,DEBIT,27024.436784899914,63.374148983741115,1,known,different,local,retail,atm,yes,0
2126.8681875630164,CASH_OUT,929.0078658852982,25.386133104089406,1,known,same,international,individual,online,no,0
2049.0794322600027,TRANSFER,12801.495132596183,184.72142840087352,1,known,same,local,utilities,atm,yes,0
589.533807629814,PAYMENT,85745.0164758582,206.86940882754612,1,known,same,local,individual,online,yes,0
2819.8991790648347,PAYMENT,50094.60548575627,218.9618031635526,1,known,same,local,individual,atm,yes,0
2179.2055120770433,CASH_OUT,82443.98398608396,20.61623593451968,1,known,same,local,utilities,atm,yes,0
2314.944057144376,CASH_IN,17526.88857622748,234.90787013170626,2,known,same,local,entertainment,atm,yes,0
4811.295606812456,CASH_IN,83171.80958557411,204.1382123964852,2,known,same,local,individual,atm,yes,0
2059.8707378998884,TRANSFER,77006.71427361768,212.26210597843252,1,known,same,local,utilities,online,yes,0
3431.761046023246,TRANSFER,62034.45223094784,39.10461617526297,2,known,same,local,food,atm,no,0
4065.1915733764667,DEBIT,32331.339057250374,135.15586721654444,1,known,different,international,individual,online,yes,0
3652.4881208257207,DEBIT,43071.999759118386,210.7216292007846,1,known,same,local,utilities,atm,yes,0
4564.506927743767,TRANSFER,83928.39984372407,35.72657056127508,1,known,same,local,entertainment,atm,yes,0
4780.190163571751,CASH_OUT,99845.64853851906,159.2107355857831,2,known,same,local,retail,pos,yes,0
2728.2489747923764,TRANSFER,35826.87599928001,294.7679983457384,1,known,same,local,individual,pos,yes,0
3376.7712870634527,PAYMENT,24952.183286786294,72.9765295658827,2,known,same,local,utilities,online,yes,0
2655.644739492141,CASH_IN,72568.20943977058,183.64401535273876,2,known,same,local,entertainment,atm,yes,0
1962.6588919261196,PAYMENT,72227.1583266087,299.5468276396672,2,known,same,local,entertainment,pos,yes,0
3497.323694672236,PAYMENT,76350.98267376577,20.17985459712775,1,known,same,local,entertainment,pos,yes,0
1503.9240356286432,PAYMENT,59371.402176831914,25.7063697787657,1,known,same,local,individual,atm,yes,0
4401.145098944397,TRANSFER,9697.728689402775,55.335133672785794,1,known,same,local,retail,atm,yes,0
3032.313715464068,DEBIT,91775.62307714453,88.97865964013558,1,known,same,local,entertainment,pos,yes,0
494.1458844529473,PAYMENT,43278.59655835158,214.6804893340491,1,unknown,different,local,retail,online,yes,0
3447.9624387561353,DEBIT,57702.62086617455,168.28639822232023,2,known,same,local,individual,atm,no,0
2535.267727957766,TRANSFER,15624.271382929996,225.3093363562904,1,known,same,local,retail,online,yes,0
2979.479716767681,CASH_OUT,88910.22037301982,242.26484138420852,1,known,same,local,food,pos,yes,0
2028.1110831140768,DEBIT,89777.04766168249,184.5341665737916,1,unknown,same,local,entertainment,online,yes,0
3584.6829445437106,CASH_IN,18396.807855350417,277.689456928919,1,known,same,local,utilities,pos,yes,0
1776.360713848955,DEBIT,55160.597773058806,77.9807429445531,1,known,different,local,retail,pos,no,0
2867.619277506349,TRANSFER,92097.94193705471,186.33726004984698,2,known,same,local,food,pos,yes,0
2223.1003073937727,TRANSFER,24259.903811549688,143.6439512696527,1,known,same,local,retail,online,no,0
950.9624152086521,PAYMENT,91224.24142167534,204.12062019128047,1,known,same,local,individual,pos,yes,0
696.8822905674194,TRANSFER,63015.39371727762,154.9419333259577,2,known,same,local,retail,online,yes,0
1674.4455139364302,CASH_IN,39056.524287969056,102.83726862770547,1,known,same,local,entertainment,online,yes,0
1350.6397728413824,CASH_IN,92060.36642008234,255.4458387887149,1,known,same,local,entertainment,pos,yes,0
406.9946243843601,TRANSFER,47920.35167747781,224.0679721139772,1,known,same,local,food,online,yes,0
2810.9985331332373,TRANSFER,84852.47868610144,160.03101990108448,1,known,same,local,individual,pos,yes,0
426.62482412727155,DEBIT,14364.296279391827,260.98558793897814,1,known,same,local,food,online,yes,0
2925.3070086422595,CASH_OUT,8287.17461918572,40.132492147148476,2,known,same,local,individual,pos,yes,0
1395.5013394092373,PAYMENT,91265.93726063475,149.0391394240161,1,known,same,local,entertainment,online,yes,0
3899.9005572183464,TRANSFER,70740.58397495282,293.89836759420194,1,known,same,local,food,atm,no,0
3464.683170204866,CASH_IN,97449.49362253016,254.27178823956046,2,known,same,local,individual,online,yes,0
1861.9483838511057,TRANSFER,65268.46537111062,223.3816673997506,1,known,same,local,food,pos,yes,0
3890.926549960916,CASH_IN,43738.10480633697,195.93582372232885,1,known,same,local,entertainment,atm,yes,0
1253.368926755158,TRANSFER,91298.82817134948,138.07449615794826,1,known,same,local,retail,pos,yes,0
1320.982229622867,CASH_OUT,65465.902547793834,85.75805763480322,2,known,same,local,entertainment,online,yes,0
2560.714061873287,CASH_IN,2874.629012834416,29.647318766295456,2,known,same,local,retail,pos,yes,0
2655.3095760900887,PAYMENT,13684.353394805763,271.9192706639148,1,known,same,local,utilities,atm,yes,0
2305.477721737568,DEBIT,93412.66909625818,137.63499566081975,2,known,same,local,utilities,atm,yes,0
3633.174986886812,DEBIT,53418.06051839329,261.69514832385914,1,known,same,local,entertainment,atm,yes,0
708.7961392389116,CASH_OUT,63517.20595795791,181.65950842100926,1,known,same,local,retail,atm,yes,0
2827.3494492133855,CASH_IN,72512.07089290788,205.75104028358442,1,known,same,local,utilities,online,yes,0
3911.506092784991,PAYMENT,22350.413953005587,221.9577777977351,1,known,same,local,food,online,yes,0
4764.9149880129635,CASH_IN,29118.32795416742,40.158052610171225,1,known,same,local,entertainment,atm,yes,0
222.7865138179307,CASH_OUT,32000.013720440646,243.7284234315785,2,known,same,local,retail,online,yes,0
1091.8494657180772,CASH_OUT,43759.000307053,264.77607202146027,1,known,same,local,retail,atm,yes,0
1281.0071776873456,CASH_IN,65304.225853635035,287.40857423532844,1,unknown,same,local,utilities,atm,no,0
86560.33471659994,CASH_OUT,89226.60992455218,6.910122878672468,1,known,different,international,entertainment,online,yes,1
1576.6948130809715,PAYMENT,18069.9483593005,87.38275278100966,2,known,same,local,retail,pos,yes,0
4551.66450525579,CASH_OUT,53234.69531440133,161.40282079778828,1,known,same,local,utilities,pos,yes,0
4171.687756265402,PAYMENT,27684.04882257676,200.37249381162366,2,known,same,local,utilities,pos,yes,0
2275.8843310196103,CASH_IN,65252.91341582085,140.9573541826922,1,known,same,local,food,pos,yes,0
2927.79308085339,DEBIT,89607.1290715167,258.4764382845648,1,known,same,local,individual,atm,yes,0
4769.90646130458,CASH_OUT,9998.2033970132,191.27940255579065,1,known,same,international,individual,pos,yes,0
401.91442210765837,DEBIT,64612.355710327945,284.1552254008023,1,known,same,local,retail,atm,yes,0
1500.2158891340875,TRANSFER,11957.201428738728,285.8838989167094,1,known,same,local,individual,online,yes,0
4480.22919446069,TRANSFER,95933.18078306863,121.2260349118628,2,known,same,local,utilities,pos,yes,0
2715.6223017024236,DEBIT,50684.07484247695,94.05543596297287,1,unknown,different,local,utilities,pos,yes,0
2129.571433847242,PAYMENT,58141.466989790126,204.838366936102,1,known,same,local,food,online,yes,0
1529.1678291429182,CASH_OUT,91305.01617773168,294.63821087906985,2,known,same,local,food,atm,yes,0
1506.7171820557191,CASH_OUT,68958.64851153453,157.81611350476837,2,known,same,local,entertainment,atm,yes,0
2591.2666295051677,TRANSFER,57830.24030930025,86.86056329469965,1,known,different,local,food,pos,yes,0
142.84244321437777,CASH_OUT,94495.09880065883,190.07451380488766,1,known,same,local,retail,atm,yes,0
1014.1328259318792,CASH_OUT,44632.191566536334,150.89034729014082,1,known,same,local,food,pos,yes,0
2598.60570035875,TRANSFER,21185.87258051689,237.1870704242773,2,unknown,same,local,utilities,online,yes,0
4929.072152056673,CASH_OUT,17199.391941866485,42.63526767516181,1,known,same,local,retail,atm,yes,0
380.0509004791127,CASH_IN,94888.80139173071,272.6435454070851,1,known,same,local,individual,atm,yes,0
1436.3239502957194,TRANSFER,35114.67708214876,71.80109441477131,2,unknown,same,local,food,pos,yes,0
145.67537940577088,TRANSFER,42764.82967253852,249.13295112952602,1,known,same,local,entertainment,online,yes,0
2591.0157012478885,TRANSFER,60526.08458668321,86.60696944516913,1,known,same,local,retail,pos,no,0
3089.5302145977153,CASH_IN,80195.91650838146,96.20707279632052,1,known,same,local,entertainment,pos,yes,0
419.4780442598158,CASH_IN,93040.6021682735,232.41679075343984,1,unknown,same,local,entertainment,atm,yes,0
4272.504181308075,PAYMENT,53923.717897807954,273.7511202302229,1,known,same,local,food,online,yes,0
4049.1012065411055,TRANSFER,30130.12324259529,110.38255802429882,2,unknown,same,local,entertainment,atm,yes,0
4638.632902424482,TRANSFER,3772.817813787539,18.704381690246006,1,known,same,local,food,atm,yes,0
3530.285661553637,TRANSFER,64950.13972065277,35.038196735290576,2,known,same,local,food,online,yes,0
1229.0678356015906,CASH_IN,15945.905856014873,170.3308184214435,1,known,same,local,individual,atm,yes,0
4707.858114789664,CASH_IN,67128.93974911793,43.35516521010115,2,known,same,local,retail,online,yes,0
162.90438063789694,PAYMENT,77346.21584183922,21.628274677377593,2,known,same,local,entertainment,pos,yes,0
2820.841651436675,TRANSFER,77940.86723412057,235.79948103411883,1,known,same,local,individual,atm,yes,0
2005.4310540938397,DEBIT,29612.094952498774,249.6014079596435,1,known,same,local,individual,atm,yes,0
2439.189727693323,TRANSFER,8077.887609355674,98.0837683807694,1,known,same,local,entertainment,pos,yes,0
2917.0661917529187,CASH_IN,65998.243270656,35.23077848853477,1,known,same,local,food,online,yes,0
2985.9383026503497,CASH_IN,97226.00304558163,232.40924847775895,1,known,same,local,retail,online,yes,0
1162.204751928181,PAYMENT,42785.79359858493,35.13826538802944,1,known,same,local,individual,pos,no,0
2774.689745444951,CASH_OUT,32294.751131286102,293.3301163817897,1,known,same,local,utilities,pos,yes,0
4175.079185696717,TRANSFER,37178.159697650444,84.40585747295668,1,known,same,local,utilities,pos,yes,0
4075.805225464608,PAYMENT,7132.897709901462,171.365850011652,1,known,different,local,individual,atm,yes,0
2541.921986207309,PAYMENT,92003.42736165463,70.0677584046892,1,known,different,local,retail,online,yes,0
3906.00118813075,CASH_IN,58473.03254252584,176.3338243889989,1,known,same,local,entertainment,online,yes,0
992.8581901476464,PAYMENT,89260.96214143962,93.41873378596496,2,known,same,local,entertainment,online,yes,0
4898.430360012874,PAYMENT,88230.51651103699,62.756143942270064,2,known,same,local,individual,pos,yes,0
1561.6384703981832,DEBIT,70850.73469313086,183.37738117132616,1,known,same,local,entertainment,online,yes,0
2563.8003003734407,PAYMENT,24033.864427012057,16.4807769062182,1,known,same,local,retail,pos,yes,0
1067.6726143065027,CASH_OUT,48981.545257917525,94.72213678164266,1,known,different,local,retail,atm,no,0
900.1687998365702,CASH_IN,19976.02505102968,292.7743777531208,1,unknown,same,local,entertainment,atm,yes,0
1160.5435201702535,PAYMENT,67160.83472563954,153.31286268737247,1,known,same,local,utilities,online,yes,0
3076.885834725836,TRANSFER,50326.67847864454,179.28800358051154,2,unknown,same,local,utilities,online,yes,0
4608.380778214869,DEBIT,90702.94028710222,212.93602101631876,1,known,same,local,entertainment,atm,yes,0
4298.651464436137,DEBIT,28330.961135418722,90.28974628663028,1,known,same,local,entertainment,online,yes,0
1773.6657984859862,TRANSFER,23075.62588313788,143.2471213233147,1,known,same,local,entertainment,online,yes,0
678.2171456035898,CASH_OUT,73672.83479959244,62.747498685914834,2,known,different,local,utilities,online,yes,0
2321.5674634144734,PAYMENT,16737.510339078523,104.40921598219116,1,known,same,local,utilities,atm,yes,0
3652.0555957066613,CASH_OUT,26717.132787212548,101.44207518782083,1,known,same,local,utilities,online,yes,0
672.5952525389669,TRANSFER,21475.553929583595,39.55206144144946,2,known,same,local,utilities,pos,no,0
1167.5301763856082,TRANSFER,8348.17587175532,15.548148596100473,1,known,same,international,entertainment,online,yes,0
3723.2390868646035,CASH_OUT,88001.88508869687,171.623267480667,1,known,same,local,utilities,online,yes,0
4497.750874600884,TRANSFER,1319.33290284909,294.91588827053096,1,unknown,same,local,retail,pos,yes,0
1454.844650545511,PAYMENT,16973.846345881073,136.7099603298981,1,known,same,local,food,atm,yes,0
952.3865774089827,DEBIT,51087.28958377123,208.13226477719664,2,known,same,local,food,atm,yes,0
4166.433565806683,CASH_OUT,20593.75861873377,205.7132614740456,1,known,same,local,utilities,atm,yes,0
2144.4170557765433,PAYMENT,90092.51794640512,75.72247242085916,1,known,same,local,retail,online,yes,0
4506.414288226983,PAYMENT,10390.939470894657,76.74053548699851,1,unknown,same,local,entertainment,pos,yes,0
2743.0550232805303,CASH_OUT,70153.39921941045,255.68244886867774,1,known,same,local,food,atm,yes,0
630.9401803414532,DEBIT,35711.06704621682,263.81874464581034,1,known,same,local,individual,online,yes,0
1977.7670752948577,CASH_IN,77307.25406514981,181.50216334061543,1,unknown,same,local,individual,online,yes,0
2835.9950722700137,CASH_OUT,85877.16894733049,186.27664494172492,1,known,same,local,entertainment,pos,yes,0
2300.564289794018,CASH_OUT,10357.440864030592,216.57750089788058,2,known,same,local,utilities,pos,yes,0
837.0250469837773,TRANSFER,27824.3477883618,241.38319998671207,1,known,same,local,retail,online,no,0
2667.801968528737,PAYMENT,63609.27914504462,41.76284578910398,1,known,different,local,individual,atm,yes,0
3628.7803074106823,TRANSFER,19522.014888449667,36.76470372941088,1,known,same,local,utilities,atm,yes,0
94018.70174871675,DEBIT,197493.04749594454,46.871229308752945,1,known,same,local,individual,atm,no,1
1747.111835420124,TRANSFER,67302.12720398321,152.95460417193945,1,known,same,local,retail,pos,yes,0
995.6366508042872,DEBIT,26684.07889357788,263.25523906741057,2,known,same,local,utilities,online,yes,0
1541.1445867996445,PAYMENT,68178.3731930106,109.73773991353008,2,known,same,local,retail,online,yes,0
945.0297877749804,PAYMENT,6120.716148093964,293.06807269698845,1,known,same,local,utilities,atm,yes,0
3353.7814573558053,PAYMENT,23440.191649496126,230.65636808545315,2,known,different,local,food,atm,yes,0
3618.73803548332,TRANSFER,14876.373506795306,61.25959877669098,1,known,same,local,individual,online,yes,0
4169.504718642019,PAYMENT,53741.8366335155,121.59548865396407,1,unknown,same,local,entertainment,atm,yes,0
3198.695228943321,CASH_OUT,12205.399545010165,195.80063481910653,1,known,same,local,utilities,online,yes,0
4285.753375496397,PAYMENT,28530.705487457373,57.86496858550683,1,known,same,local,individual,pos,yes,0
2195.0111511448445,CASH_OUT,37725.72068631726,113.0459455366371,1,known,same,local,individual,atm,yes,0
1059.893349779498,DEBIT,86816.01456584656,60.57686382775432,1,known,same,local,entertainment,atm,yes,0
3002.969342462683,PAYMENT,68042.30885532817,231.05856259029926,1,known,different,local,utilities,pos,yes,0
64924.674433094624,DEBIT,206709.5482608943,57.21619070737053,1,known,same,local,individual,atm,no,1
388.4063755257134,PAYMENT,93380.00982534808,115.0496960594539,1,known,same,local,retail,online,yes,0
4118.803302640512,DEBIT,70376.50498530096,110.691001869642,1,known,same,local,utilities,pos,yes,0
1737.2242674669978,TRANSFER,52994.13988135129,101.84134503229055,1,unknown,same,local,retail,atm,yes,0
1940.490670673238,PAYMENT,34387.962122483266,81.65584429966869,2,unknown,same,local,utilities,online,yes,0
4634.178037769371,TRANSFER,91524.7515690899,233.3748125501945,2,known,same,local,retail,online,yes,0
